3689,18/09/12,15:35:00,3.8,74,2,23.1,65,1022.5,9,4134.2035,-7037.2030,11.6,
3689,18/09/12,15:36:00,3.4,72,6,23.1,65,1022.5,8,4134.2036,-7037.2028,11.6,
3689,18/09/12,15:37:00,3.2,72,1,23.2,64,1022.5,9,4134.2036,-7037.2027,11.6,
3689,18/09/12,15:38:00,3.4,79,4,23.2,64,1022.5,8,4134.2038,-7037.2027,11.6,
3689,18/09/12,15:39:00,3.5,81,3,23.1,62,1022.5,9,4134.2039,-7037.2027,11.6,
3689,18/09/12,15:40:00,3.5,76,8,23.1,61,1022.5,7,4134.2041,-7037.2027,11.6,
3689,18/09/12,15:41:00,3.4,80,3,23.0,60,1022.5,10,4134.2038,-7037.2026,11.6,
3689,18/09/12,15:42:00,1.6,91,30,22.9,59,1022.5,8,4134.2039,-7037.2025,11.6,
3689,18/09/12,15:43:00,1.8,75,6,22.8,58,1022.5,8,4134.2038,-7037.2025,11.6,
3689,18/09/12,15:44:00,1.4,86,4,22.7,58,1022.5,9,4134.2036,-7037.2026,11.6,
3689,18/09/12,15:45:00,2.4,73,13,22.6,59,1022.5,8,4134.2035,-7037.2028,11.6,
3689,18/09/12,15:46:00,1.8,72,12,22.6,60,1022.5,9,4134.2034,-7037.2030,11.6,
3689,18/09/12,15:47:00,1.0,72,37,22.6,61,1022.5,10,4134.2031,-7037.2032,11.6,
3689,18/09/12,15:48:00,0.9,71,34,22.6,62,1022.6,9,4134.2031,-7037.2031,11.6,
3689,18/09/12,15:49:00,1.1,71,21,22.7,63,1022.5,9,4134.2029,-7037.2032,11.6,
3689,18/09/12,15:50:00,1.3,71,23,22.7,63,1022.5,10,4134.2027,-7037.2033,11.6,
3689,18/09/12,15:51:00,0.4,73,38,22.8,64,1022.5,10,4134.2025,-7037.2033,11.6,
3689,18/09/12,15:52:00,0.0,0,21,22.8,65,1022.5,10,4134.2025,-7037.2034,11.6,
3689,18/09/12,15:53:00,0.0,0,0,22.9,65,1022.5,9,4134.2025,-7037.2034,11.6,
3689,18/09/12,15:54:00,0.8,260,53,22.9,65,1022.5,10,4134.2026,-7037.2035,11.6,
3689,18/09/12,15:55:00,3.4,247,3,23.0,66,1022.5,8,4134.2026,-7037.2034,11.5,
3689,18/09/12,15:56:00,3.6,249,3,23.0,66,1022.5,9,4134.2027,-7037.2033,11.6,
3689,18/09/12,15:57:00,3.3,247,3,23.0,66,1022.5,9,4134.2027,-7037.2030,11.6,
3689,18/09/12,15:58:00,3.5,245,2,23.1,66,1022.5,9,4134.2029,-7037.2028,11.6,
3689,18/09/12,15:59:00,3.4,246,3,23.1,66,1022.5,9,4134.2029,-7037.2026,11.6,
3689,18/09/12,16:00:00,2.9,246,2,23.2,66,1022.5,8,4134.2029,-7037.2026,11.6,
3689,18/09/12,16:01:00,2.9,244,2,23.2,66,1022.5,8,4134.2028,-7037.2025,11.6,
3689,18/09/12,16:02:00,2.9,245,1,23.2,66,1022.5,9,4134.2029,-7037.2024,11.6,
3689,18/09/12,16:03:00,2.7,245,1,23.2,66,1022.5,8,4134.2032,-7037.2022,11.5,
3689,18/09/12,16:04:00,2.9,243,1,23.2,65,1022.5,8,4134.2033,-7037.2020,11.6,
3689,18/09/12,16:05:00,1.2,243,49,23.2,65,1022.5,9,4134.2035,-7037.2018,11.6,
3689,18/09/12,16:06:00,1.5,245,31,23.2,64,1022.5,9,4134.2036,-7037.2015,11.6,
3689,18/09/12,16:07:00,0.4,246,62,23.2,63,1022.5,9,4134.2036,-7037.2013,11.6,
3689,18/09/12,16:08:00,0.2,247,56,23.2,62,1022.5,9,4134.2037,-7037.2012,11.6,
3689,18/09/12,16:09:00,0.9,258,40,23.1,61,1022.5,9,4134.2038,-7037.2011,11.6,
3689,18/09/12,16:10:00,0.5,255,47,23.1,59,1022.5,9,4134.2040,-7037.2010,11.6,
3689,18/09/12,16:11:00,0.0,0,0,23.0,59,1022.5,9,4134.2042,-7037.2010,11.6,
3689,18/09/12,16:12:00,0.0,0,0,23.0,59,1022.5,8,4134.2043,-7037.2011,11.6,
3689,18/09/12,16:13:00,0.0,0,0,23.1,60,1022.5,9,4134.2044,-7037.2012,11.6,
3689,18/09/12,16:14:00,0.0,0,0,23.1,60,1022.5,8,4134.2045,-7037.2012,11.6,
3689,18/09/12,16:15:00,0.0,0,0,23.1,61,1022.5,9,4134.2046,-7037.2011,11.6,
3689,18/09/12,16:16:00,0.0,0,0,23.1,63,1022.5,9,4134.2047,-7037.2011,11.6,
